disc,distance,value,area,condition
MAX_17C14dec_20.oif,193.903,1897.365,147418.073,cold
MAX_17C14dec_20.oif,195.146,1870.135,147418.073,cold
MAX_17C14dec_20.oif,196.389,1777.047,147418.073,cold
MAX_17C14dec_20.oif,197.632,1764.534,147418.073,cold
MAX_17C14dec_20.oif,198.875,1711.984,147418.073,cold
MAX_17C14dec_20.oif,200.118,1695.426,147418.073,cold
MAX_17C14dec_20.oif,201.361,1704.153,147418.073,cold
MAX_17C14dec_20.oif,202.604,1774.026,147418.073,cold
MAX_17C14dec_20.oif,203.847,1842.76,147418.073,cold
MAX_17C14dec_20.oif,205.09,1910.734,147418.073,cold
MAX_17C14dec_20.oif,206.333,1954.274,147418.073,cold
MAX_17C14dec_20.oif,207.576,1926.107,147418.073,cold
MAX_17C14dec_20.oif,208.819,1867.904,147418.073,cold
MAX_17C14dec_20.oif,210.062,1795.301,147418.073,cold
MAX_17C14dec_20.oif,211.305,1797.808,147418.073,cold
MAX_17C14dec_20.oif,212.548,1815.051,147418.073,cold
MAX_17C14dec_20.oif,213.791,1799.811,147418.073,cold
MAX_17C14dec_20.oif,215.034,1833.347,147418.073,cold
MAX_17C14dec_20.oif,216.277,1831.645,147418.073,cold
MAX_17C14dec_20.oif,217.52,1821.504,147418.073,cold
MAX_17C14dec_20.oif,218.762,1804.904,147418.073,cold
MAX_17C14dec_6.oif,0,1679.715,119925.308,cold
MAX_17C14dec_6.oif,1.243,1690.428,119925.308,cold
MAX_17C14dec_6.oif,2.486,1725.717,119925.308,cold
MAX_17C14dec_6.oif,3.729,1711.211,119925.308,cold
MAX_17C14dec_6.oif,4.972,1705.164,119925.308,cold
MAX_17C14dec_6.oif,6.215,1731.586,119925.308,cold
MAX_17C14dec_6.oif,7.458,1718.266,119925.308,cold
MAX_17C14dec_6.oif,8.701,1667.077,119925.308,cold
MAX_17C14dec_6.oif,9.944,1651.213,119925.308,cold
MAX_17C14dec_6.oif,11.187,1658.391,119925.308,cold
MAX_17C14dec_6.oif,12.43,1634.129,119925.308,cold
MAX_17C14dec_6.oif,13.673,1670.618,119925.308,cold
MAX_17C14dec_6.oif,14.916,1675.127,119925.308,cold
MAX_17C14dec_6.oif,16.159,1705.14,119925.308,cold
MAX_17C14dec_6.oif,17.402,1725.758,119925.308,cold
MAX_17C14dec_6.oif,18.645,1665.848,119925.308,cold
MAX_17C14dec_6.oif,19.888,1709.209,119925.308,cold
MAX_17C14dec_6.oif,21.13,1771.52,119925.308,cold
MAX_17C14dec_6.oif,22.373,1789.591,119925.308,cold
MAX_17C14dec_6.oif,23.616,1762.385,119925.308,cold
MAX_17C14dec_6.oif,24.859,1760.637,119925.308,cold
MAX_17C14dec_6.oif,26.102,1794.008,119925.308,cold
MAX_17C14dec_6.oif,27.345,1780.216,119925.308,cold
MAX_17C14dec_6.oif,28.588,1785.785,119925.308,cold
MAX_17C14dec_6.oif,29.831,1789.192,119925.308,cold
MAX_17C14dec_6.oif,31.074,1828.342,119925.308,cold
MAX_17C14dec_6.oif,32.317,1804.67,119925.308,cold
MAX_17C14dec_6.oif,33.56,1814.627,119925.308,cold
MAX_17C14dec_6.oif,34.803,1806.74,119925.308,cold
MAX_17C14dec_6.oif,36.046,1813.833,119925.308,cold
MAX_17C14dec_6.oif,37.289,1771.42,119925.308,cold
MAX_17C14dec_6.oif,38.532,1768.138,119925.308,cold
MAX_17C14dec_6.oif,39.775,1763.387,119925.308,cold
MAX_17C14dec_6.oif,41.018,1796.417,119925.308,cold
MAX_17C14dec_6.oif,42.261,1770.491,119925.308,cold
MAX_17C14dec_6.oif,43.504,1758.284,119925.308,cold
MAX_17C14dec_6.oif,44.747,1764.99,119925.308,cold
MAX_17C14dec_6.oif,45.99,1769.969,119925.308,cold
MAX_17C14dec_6.oif,47.233,1762.445,119925.308,cold
MAX_17C14dec_6.oif,48.476,1762.809,119925.308,cold
MAX_17C14dec_6.oif,49.719,1803.226,119925.308,cold
MAX_17C14dec_6.oif,50.962,1859.919,119925.308,cold
MAX_17C14dec_6.oif,52.205,1815.796,119925.308,cold
MAX_17C14dec_6.oif,53.448,1842.729,119925.308,cold
MAX_17C14dec_6.oif,54.691,1847.876,119925.308,cold
MAX_17C14dec_6.oif,55.934,1838.52,119925.308,cold
MAX_17C14dec_6.oif,57.177,1864.41,119925.308,cold
MAX_17C14dec_6.oif,58.42,1879.353,119925.308,cold
MAX_17C14dec_6.oif,59.662,1875.505,119925.308,cold
MAX_17C14dec_6.oif,60.905,1854.646,119925.308,cold
MAX_17C14dec_6.oif,62.148,1823.035,119925.308,cold
MAX_17C14dec_6.oif,63.391,1812.744,119925.308,cold
MAX_17C14dec_6.oif,64.634,1827.357,119925.308,cold
MAX_17C14dec_6.oif,65.877,1883.151,119925.308,cold
MAX_17C14dec_6.oif,67.12,1892.981,119925.308,cold
MAX_17C14dec_6.oif,68.363,1892.21,119925.308,cold
MAX_17C14dec_6.oif,69.606,1933.718,119925.308,cold
MAX_17C14dec_6.oif,70.849,1948.79,119925.308,cold
MAX_17C14dec_6.oif,72.092,1965.04,119925.308,cold
MAX_17C14dec_6.oif,73.335,2010.089,119925.308,cold
MAX_17C14dec_6.oif,74.578,2057.479,119925.308,cold
MAX_17C14dec_6.oif,75.821,2073.974,119925.308,cold
MAX_17C14dec_6.oif,77.064,2064.448,119925.308,cold
MAX_17C14dec_6.oif,78.307,2098.421,119925.308,cold
MAX_17C14dec_6.oif,79.55,2105.86,119925.308,cold
MAX_17C14dec_6.oif,80.793,2157.924,119925.308,cold
MAX_17C14dec_6.oif,82.036,2143.037,119925.308,cold
MAX_17C14dec_6.oif,83.279,2149.002,119925.308,cold
MAX_17C14dec_6.oif,84.522,2094.273,119925.308,cold
MAX_17C14dec_6.oif,85.765,2078.398,119925.308,cold
MAX_17C14dec_6.oif,87.008,2130.056,119925.308,cold
MAX_17C14dec_6.oif,88.251,2118.17,119925.308,cold
MAX_17C14dec_6.oif,89.494,2139.6,119925.308,cold
MAX_17C14dec_6.oif,90.737,2046.736,119925.308,cold
MAX_17C14dec_6.oif,91.98,2035.134,119925.308,cold
MAX_17C14dec_6.oif,93.223,2033.675,119925.308,cold
MAX_17C14dec_6.oif,94.466,2025.805,119925.308,cold
MAX_17C14dec_6.oif,95.709,2029.288,119925.308,cold
MAX_17C14dec_6.oif,96.952,2004.783,119925.308,cold
MAX_17C14dec_6.oif,98.195,1981.998,119925.308,cold
MAX_17C14dec_6.oif,99.438,1972.243,119925.308,cold
MAX_17C14dec_6.oif,100.68,1942.926,119925.308,cold
MAX_17C14dec_6.oif,101.923,1949.156,119925.308,cold
MAX_17C14dec_6.oif,103.166,1962.829,119925.308,cold
MAX_17C14dec_6.oif,104.409,1916.167,119925.308,cold
MAX_17C14dec_6.oif,105.652,1931.94,119925.308,cold
MAX_17C14dec_6.oif,106.895,1941.589,119925.308,cold
MAX_17C14dec_6.oif,108.138,1961.548,119925.308,cold
MAX_17C14dec_6.oif,109.381,1933.609,119925.308,cold
MAX_17C14dec_6.oif,110.624,1929.781,119925.308,cold
MAX_17C14dec_6.oif,111.867,1963.997,119925.308,cold
MAX_17C14dec_6.oif,113.11,1936.106,119925.308,cold
MAX_17C14dec_6.oif,114.353,1950.24,119925.308,cold
MAX_17C14dec_6.oif,115.596,1995.124,119925.308,cold
MAX_17C14dec_6.oif,116.839,1998.898,119925.308,cold
MAX_17C14dec_6.oif,118.082,2006.668,119925.308,cold
MAX_17C14dec_6.oif,119.325,1991.124,119925.308,cold
MAX_17C14dec_6.oif,120.568,1974.467,119925.308,cold
MAX_17C14dec_6.oif,121.811,2002.316,119925.308,cold
MAX_17C14dec_6.oif,123.054,1989.013,119925.308,cold
MAX_17C14dec_6.oif,124.297,1963.287,119925.308,cold
MAX_17C14dec_6.oif,125.54,2010.785,119925.308,cold
MAX_17C14dec_6.oif,126.783,2005.188,119925.308,cold
MAX_17C14dec_6.oif,128.026,2011.451,119925.308,cold
MAX_17C14dec_6.oif,129.269,2020.913,119925.308,cold
MAX_17C14dec_6.oif,130.512,2020.826,119925.308,cold
MAX_17C14dec_6.oif,131.755,1992.364,119925.308,cold
MAX_17C14dec_6.oif,132.998,1986.13,119925.308,cold
MAX_17C14dec_6.oif,134.241,1960.814,119925.308,cold
MAX_17C14dec_6.oif,135.484,1959.148,119925.308,cold
MAX_17C14dec_6.oif,136.727,1929.95,119925.308,cold
MAX_17C14dec_6.oif,137.97,1940.057,119925.308,cold
MAX_17C14dec_6.oif,139.212,1891.332,119925.308,cold
MAX_17C14dec_6.oif,140.455,1836.25,119925.308,cold
MAX_17C14dec_6.oif,141.698,1804.741,119925.308,cold
MAX_17C14dec_6.oif,142.941,1829.373,119925.308,cold
MAX_17C14dec_6.oif,144.184,1828.772,119925.308,cold
MAX_17C14dec_6.oif,145.427,1785.231,119925.308,cold
MAX_17C14dec_6.oif,146.67,1818.167,119925.308,cold
MAX_17C14dec_6.oif,147.913,1777.695,119925.308,cold
MAX_17C14dec_6.oif,149.156,1835.255,119925.308,cold
MAX_17C14dec_6.oif,150.399,1919.572,119925.308,cold
MAX_17C14dec_6.oif,151.642,1933.289,119925.308,cold
MAX_17C14dec_6.oif,152.885,1924.47,119925.308,cold
MAX_17C14dec_6.oif,154.128,1915.981,119925.308,cold
MAX_17C14dec_6.oif,155.371,1876.457,119925.308,cold
MAX_17C14dec_6.oif,156.614,1837.709,119925.308,cold
MAX_17C14dec_6.oif,157.857,1828.894,119925.308,cold
MAX_17C14dec_6.oif,159.1,1847.793,119925.308,cold
MAX_17C14dec_6.oif,160.343,1865.708,119925.308,cold
MAX_17C14dec_6.oif,161.586,1857.022,119925.308,cold
MAX_17C14dec_6.oif,162.829,1865.478,119925.308,cold
MAX_17C14dec_6.oif,164.072,1845.885,119925.308,cold
MAX_17C14dec_6.oif,165.315,1835.98,119925.308,cold
MAX_17C14dec_6.oif,166.558,1774.51,119925.308,cold
MAX_17C14dec_6.oif,167.801,1769.041,119925.308,cold
MAX_17C14dec_6.oif,169.044,1726.514,119925.308,cold
MAX_17C14dec_6.oif,170.287,1654.165,119925.308,cold
MAX_17C14dec_6.oif,171.53,1620.331,119925.308,cold
MAX_17C14dec_9.oif,0,1633.936,160527.154,cold
MAX_17C14dec_9.oif,1.243,1636.932,160527.154,cold
MAX_17C14dec_9.oif,2.486,1595.385,160527.154,cold
MAX_17C14dec_9.oif,3.729,1557.215,160527.154,cold
MAX_17C14dec_9.oif,4.972,1563.385,160527.154,cold
MAX_17C14dec_9.oif,6.215,1555.107,160527.154,cold
MAX_17C14dec_9.oif,7.458,1527.237,160527.154,cold
MAX_17C14dec_9.oif,8.701,1509.298,160527.154,cold
MAX_17C14dec_9.oif,9.944,1479.401,160527.154,cold
MAX_17C14dec_9.oif,11.187,1452.973,160527.154,cold
MAX_17C14dec_9.oif,12.43,1467.16,160527.154,cold
MAX_17C14dec_9.oif,13.673,1448.472,160527.154,cold
MAX_17C14dec_9.oif,14.916,1473.508,160527.154,cold
MAX_17C14dec_9.oif,16.159,1467.519,160527.154,cold
MAX_17C14dec_9.oif,17.402,1481.515,160527.154,cold
MAX_17C14dec_9.oif,18.645,1491.333,160527.154,cold
MAX_17C14dec_9.oif,19.888,1559.33,160527.154,cold
MAX_17C14dec_9.oif,21.13,1577.881,160527.154,cold
MAX_17C14dec_9.oif,22.373,1581.037,160527.154,cold
MAX_17C14dec_9.oif,23.616,1597.155,160527.154,cold
MAX_17C14dec_9.oif,24.859,1611.587,160527.154,cold
MAX_17C14dec_9.oif,26.102,1604.401,160527.154,cold
MAX_17C14dec_9.oif,27.345,1612.171,160527.154,cold
MAX_17C14dec_9.oif,28.588,1579.79,160527.154,cold
MAX_17C14dec_9.oif,29.831,1584.672,160527.154,cold
MAX_17C14dec_9.oif,31.074,1601.118,160527.154,cold
MAX_17C14dec_9.oif,32.317,1629.794,160527.154,cold
MAX_17C14dec_9.oif,33.56,1623.478,160527.154,cold
MAX_17C14dec_9.oif,34.803,1649.915,160527.154,cold
MAX_17C14dec_9.oif,36.046,1658.766,160527.154,cold
MAX_17C14dec_9.oif,37.289,1695.85,160527.154,cold
MAX_17C14dec_9.oif,38.532,1714.73,160527.154,cold
MAX_17C14dec_9.oif,39.775,1726.272,160527.154,cold
MAX_17C14dec_9.oif,41.018,1755.06,160527.154,cold
MAX_17C14dec_9.oif,42.261,1757.653,160527.154,cold
MAX_17C14dec_9.oif,43.504,1766.106,160527.154,cold
MAX_17C14dec_9.oif,44.747,1764.32,160527.154,cold
MAX_17C14dec_9.oif,45.99,1752.839,160527.154,cold
MAX_17C14dec_9.oif,47.233,1739.462,160527.154,cold
MAX_17C14dec_9.oif,48.476,1742.716,160527.154,cold
MAX_17C14dec_9.oif,49.719,1748.645,160527.154,cold
MAX_17C14dec_9.oif,50.962,1718.376,160527.154,cold
MAX_17C14dec_9.oif,52.205,1756.911,160527.154,cold
MAX_17C14dec_9.oif,53.448,1742.768,160527.154,cold
MAX_17C14dec_9.oif,54.691,1733.742,160527.154,cold
MAX_17C14dec_9.oif,55.934,1747.71,160527.154,cold
MAX_17C14dec_9.oif,57.177,1701.798,160527.154,cold
MAX_17C14dec_9.oif,58.42,1685.268,160527.154,cold
MAX_17C14dec_9.oif,59.662,1694.964,160527.154,cold
MAX_17C14dec_9.oif,60.905,1712.212,160527.154,cold
MAX_17C14dec_9.oif,62.148,1745.895,160527.154,cold
MAX_17C14dec_9.oif,63.391,1744.206,160527.154,cold
MAX_17C14dec_9.oif,64.634,1712.721,160527.154,cold
MAX_17C14dec_9.oif,65.877,1740.483,160527.154,cold
MAX_17C14dec_9.oif,67.12,1759.965,160527.154,cold
MAX_17C14dec_9.oif,68.363,1746.609,160527.154,cold
MAX_17C14dec_9.oif,69.606,1783.165,160527.154,cold
MAX_17C14dec_9.oif,70.849,1801.906,160527.154,cold
MAX_17C14dec_9.oif,72.092,1799.978,160527.154,cold
MAX_17C14dec_9.oif,73.335,1817.899,160527.154,cold
MAX_17C14dec_9.oif,74.578,1827.191,160527.154,cold
MAX_17C14dec_9.oif,75.821,1788.733,160527.154,cold
MAX_17C14dec_9.oif,77.064,1804.702,160527.154,cold
MAX_17C14dec_9.oif,78.307,1874.865,160527.154,cold
MAX_17C14dec_9.oif,79.55,1878.89,160527.154,cold
MAX_17C14dec_9.oif,80.793,1914.987,160527.154,cold
MAX_17C14dec_9.oif,82.036,1891.642,160527.154,cold
MAX_17C14dec_9.oif,83.279,1899.238,160527.154,cold
MAX_17C14dec_9.oif,84.522,1911.526,160527.154,cold
MAX_17C14dec_9.oif,85.765,1930.801,160527.154,cold
MAX_17C14dec_9.oif,87.008,1948.854,160527.154,cold
MAX_17C14dec_9.oif,88.251,1943.308,160527.154,cold
MAX_17C14dec_9.oif,89.494,1913.301,160527.154,cold
MAX_17C14dec_9.oif,90.737,1922.395,160527.154,cold
MAX_17C14dec_9.oif,91.98,1970.782,160527.154,cold
MAX_17C14dec_9.oif,93.223,1969.32,160527.154,cold
MAX_17C14dec_9.oif,94.466,1951.831,160527.154,cold
MAX_17C14dec_9.oif,95.709,1979.785,160527.154,cold
MAX_17C14dec_9.oif,96.952,1970.9,160527.154,cold
MAX_17C14dec_9.oif,98.195,2006.885,160527.154,cold
MAX_17C14dec_9.oif,99.438,2065.981,160527.154,cold
MAX_17C14dec_9.oif,100.68,2112.15,160527.154,cold
MAX_17C14dec_9.oif,101.923,2077.155,160527.154,cold
MAX_17C14dec_9.oif,103.166,2046.044,160527.154,cold
MAX_17C14dec_9.oif,104.409,2055.359,160527.154,cold
MAX_17C14dec_9.oif,105.652,2011.173,160527.154,cold
MAX_17C14dec_9.oif,106.895,2009.176,160527.154,cold
MAX_17C14dec_9.oif,108.138,2017.382,160527.154,cold
MAX_17C14dec_9.oif,109.381,1996.551,160527.154,cold
MAX_17C14dec_9.oif,110.624,1934.655,160527.154,cold
MAX_17C14dec_9.oif,111.867,1950.531,160527.154,cold
MAX_17C14dec_9.oif,113.11,1939.165,160527.154,cold
MAX_17C14dec_9.oif,114.353,1919.713,160527.154,cold
MAX_17C14dec_9.oif,115.596,1890.241,160527.154,cold
MAX_17C14dec_9.oif,116.839,1858.087,160527.154,cold
MAX_17C14dec_9.oif,118.082,1873.716,160527.154,cold
MAX_17C14dec_9.oif,119.325,1882.262,160527.154,cold
MAX_17C14dec_9.oif,120.568,1894.212,160527.154,cold
MAX_17C14dec_9.oif,121.811,1860.152,160527.154,cold
MAX_17C14dec_9.oif,123.054,1825.98,160527.154,cold
MAX_17C14dec_9.oif,124.297,1811.214,160527.154,cold
MAX_17C14dec_9.oif,125.54,1848.095,160527.154,cold
MAX_17C14dec_9.oif,126.783,1846.344,160527.154,cold
MAX_17C14dec_9.oif,128.026,1840.127,160527.154,cold
MAX_17C14dec_9.oif,129.269,1872.448,160527.154,cold
MAX_17C14dec_9.oif,130.512,1876.468,160527.154,cold
MAX_17C14dec_9.oif,131.755,1862.415,160527.154,cold
MAX_17C14dec_9.oif,132.998,1879.537,160527.154,cold
MAX_17C14dec_9.oif,134.241,1913.602,160527.154,cold
MAX_17C14dec_9.oif,135.484,1897.9,160527.154,cold
MAX_17C14dec_9.oif,136.727,1899.408,160527.154,cold
MAX_17C14dec_9.oif,137.97,1954.331,160527.154,cold
MAX_17C14dec_9.oif,139.212,1965.705,160527.154,cold
MAX_17C14dec_9.oif,140.455,1901.228,160527.154,cold
MAX_17C14dec_9.oif,141.698,1838.419,160527.154,cold
MAX_17C14dec_9.oif,142.941,1822.836,160527.154,cold
MAX_17C14dec_9.oif,144.184,1854.346,160527.154,cold
MAX_17C14dec_9.oif,145.427,1873.971,160527.154,cold
MAX_17C14dec_9.oif,146.67,1845.673,160527.154,cold
MAX_17C14dec_9.oif,147.913,1848.69,160527.154,cold
MAX_17C14dec_9.oif,149.156,1879.336,160527.154,cold
MAX_17C14dec_9.oif,150.399,1885.563,160527.154,cold
MAX_17C14dec_9.oif,151.642,1883.153,160527.154,cold
MAX_17C14dec_9.oif,152.885,1877.183,160527.154,cold
MAX_17C14dec_9.oif,154.128,1881.648,160527.154,cold
MAX_17C14dec_9.oif,155.371,1874.737,160527.154,cold
MAX_17C14dec_9.oif,156.614,1867.835,160527.154,cold
MAX_17C14dec_9.oif,157.857,1855.993,160527.154,cold
MAX_17C14dec_9.oif,159.1,1806.589,160527.154,cold
MAX_17C14dec_9.oif,160.343,1815.39,160527.154,cold
MAX_17C14dec_9.oif,161.586,1827.117,160527.154,cold
MAX_17C14dec_9.oif,162.829,1807.886,160527.154,cold
MAX_17C14dec_9.oif,164.072,1891.786,160527.154,cold
MAX_17C14dec_9.oif,165.315,1881.694,160527.154,cold
MAX_17C14dec_9.oif,166.558,1838.861,160527.154,cold
MAX_17C14dec_9.oif,167.801,1802.831,160527.154,cold
MAX_17C14dec_9.oif,169.044,1756.047,160527.154,cold
MAX_17C14dec_9.oif,170.287,1744.576,160527.154,cold
MAX_17C14dec_9.oif,171.53,1747.802,160527.154,cold
MAX_17C14dec_9.oif,172.773,1718.364,160527.154,cold
MAX_17C14dec_9.oif,174.016,1703.198,160527.154,cold
MAX_17C14dec_9.oif,175.259,1704.572,160527.154,cold
MAX_17C14dec_9.oif,176.502,1711.706,160527.154,cold
MAX_17C14dec_9.oif,177.745,1721.028,160527.154,cold
MAX_17C14dec_9.oif,178.988,1692.779,160527.154,cold
MAX_17C14dec_9.oif,180.23,1677.537,160527.154,cold
MAX_17C14dec_9.oif,181.473,1630.961,160527.154,cold
MAX_17C14dec_9.oif,182.716,1615.554,160527.154,cold
MAX_17C14dec_9.oif,183.959,1601.329,160527.154,cold
MAX_17C14dec_9.oif,185.202,1595.452,160527.154,cold
MAX_17C14dec_9.oif,186.445,1617.532,160527.154,cold
MAX_17C14dec_9.oif,187.688,1612.276,160527.154,cold
MAX_17C14dec_9.oif,188.931,1600.439,160527.154,cold
MAX_17C14dec_9.oif,190.174,1571.654,160527.154,cold
MAX_17C14dec_9.oif,191.417,1573.881,160527.154,cold
MAX_17C14dec_9.oif,192.66,1594.7,160527.154,cold
MAX_17C14dec_9.oif,193.903,1615.061,160527.154,cold
MAX_17C14dec_9.oif,195.146,1639.615,160527.154,cold
MAX_17C14dec_9.oif,196.389,1648.32,160527.154,cold
MAX_17C14dec_9.oif,197.632,1613.619,160527.154,cold
MAX_17C14dec_9.oif,198.875,1639.87,160527.154,cold
MAX_17C14dec_9.oif,200.118,1640.807,160527.154,cold
MAX_17C14dec_9.oif,201.361,1620.846,160527.154,cold
MAX_17C14dec_9.oif,202.604,1577.813,160527.154,cold
MAX_17C14dec_9.oif,203.847,1555.866,160527.154,cold
MAX_17C14dec_9.oif,205.09,1565.972,160527.154,cold
MAX_17C5dec_1.oif,0,1886.394,171834.799,cold
MAX_17C5dec_1.oif,1.243,1881.148,171834.799,cold
MAX_17C5dec_1.oif,2.486,1862.317,171834.799,cold
MAX_17C5dec_1.oif,3.729,1854.552,171834.799,cold
MAX_17C5dec_1.oif,4.972,1847.807,171834.799,cold
MAX_17C5dec_1.oif,6.215,1854.475,171834.799,cold
MAX_17C5dec_1.oif,7.458,1855.492,171834.799,cold
MAX_17C5dec_1.oif,8.701,1865.902,171834.799,cold
MAX_17C5dec_1.oif,9.944,1903.591,171834.799,cold
MAX_17C5dec_1.oif,11.187,1971.536,171834.799,cold
MAX_17C5dec_1.oif,12.43,1982.223,171834.799,cold
MAX_17C5dec_1.oif,13.673,1978.88,171834.799,cold
MAX_17C5dec_1.oif,14.916,1990.596,171834.799,cold
MAX_17C5dec_1.oif,16.159,1979.94,171834.799,cold
MAX_17C5dec_1.oif,17.402,1955.011,171834.799,cold
MAX_17C5dec_1.oif,18.645,1950.317,171834.799,cold
MAX_17C5dec_1.oif,19.888,1978.968,171834.799,cold
MAX_17C5dec_1.oif,21.13,2001.959,171834.799,cold
MAX_17C5dec_1.oif,22.373,2018.269,171834.799,cold
MAX_17C5dec_1.oif,23.616,2013.373,171834.799,cold
MAX_17C5dec_1.oif,24.859,1955.458,171834.799,cold
MAX_17C5dec_1.oif,26.102,1987.957,171834.799,cold
MAX_17C5dec_1.oif,27.345,2036.537,171834.799,cold
MAX_17C5dec_1.oif,28.588,2054.801,171834.799,cold
MAX_17C5dec_1.oif,29.831,2079.682,171834.799,cold
MAX_17C5dec_1.oif,31.074,2193.714,171834.799,cold
MAX_17C5dec_1.oif,32.317,2203.386,171834.799,cold
MAX_17C5dec_1.oif,33.56,2156.731,171834.799,cold
MAX_17C5dec_1.oif,34.803,2120.998,171834.799,cold
MAX_17C5dec_1.oif,36.046,2052.677,171834.799,cold
MAX_17C5dec_1.oif,37.289,2032.134,171834.799,cold
MAX_17C5dec_1.oif,38.532,2054.669,171834.799,cold
MAX_17C5dec_1.oif,39.775,2095.897,171834.799,cold
MAX_17C5dec_1.oif,41.018,2190.82,171834.799,cold
MAX_17C5dec_1.oif,42.261,2272.999,171834.799,cold
MAX_17C5dec_1.oif,43.504,2302.479,171834.799,cold
MAX_17C5dec_1.oif,44.747,2305.646,171834.799,cold
MAX_17C5dec_1.oif,45.99,2261.304,171834.799,cold
MAX_17C5dec_1.oif,47.233,2194.086,171834.799,cold
MAX_17C5dec_1.oif,48.476,2145.94,171834.799,cold
MAX_17C5dec_1.oif,49.719,2083.679,171834.799,cold
MAX_17C5dec_1.oif,50.962,2059.805,171834.799,cold
MAX_17C5dec_1.oif,52.205,2082.55,171834.799,cold
MAX_17C5dec_1.oif,53.448,2151.902,171834.799,cold
MAX_17C5dec_1.oif,54.691,2118.017,171834.799,cold
MAX_17C5dec_1.oif,55.934,2120.24,171834.799,cold
MAX_17C5dec_1.oif,57.177,2153.175,171834.799,cold
MAX_17C5dec_1.oif,58.42,2158.961,171834.799,cold
MAX_17C5dec_1.oif,59.662,2146.143,171834.799,cold
MAX_17C5dec_1.oif,60.905,2144.057,171834.799,cold
MAX_17C5dec_1.oif,62.148,2163.786,171834.799,cold
MAX_17C5dec_1.oif,63.391,2144.137,171834.799,cold
MAX_17C5dec_1.oif,64.634,2101.863,171834.799,cold
MAX_17C5dec_1.oif,65.877,2034.962,171834.799,cold
MAX_17C5dec_1.oif,67.12,2016.174,171834.799,cold
MAX_17C5dec_1.oif,68.363,2034.828,171834.799,cold
MAX_17C5dec_1.oif,69.606,2013.772,171834.799,cold
MAX_17C5dec_1.oif,70.849,2043.799,171834.799,cold
MAX_17C5dec_1.oif,72.092,2035.963,171834.799,cold
MAX_17C5dec_1.oif,73.335,2094.112,171834.799,cold
MAX_17C5dec_1.oif,74.578,2131.279,171834.799,cold
MAX_17C5dec_1.oif,75.821,2119.219,171834.799,cold
MAX_17C5dec_1.oif,77.064,2126.992,171834.799,cold
MAX_17C5dec_1.oif,78.307,2164.739,171834.799,cold
MAX_17C5dec_1.oif,79.55,2164.875,171834.799,cold
MAX_17C5dec_1.oif,80.793,2228.923,171834.799,cold
MAX_17C5dec_1.oif,82.036,2272.33,171834.799,cold
MAX_17C5dec_1.oif,83.279,2252.86,171834.799,cold
MAX_17C5dec_1.oif,84.522,2282.486,171834.799,cold
MAX_17C5dec_1.oif,85.765,2346.826,171834.799,cold
MAX_17C5dec_1.oif,87.008,2310.821,171834.799,cold
MAX_17C5dec_1.oif,88.251,2304.699,171834.799,cold
MAX_17C5dec_1.oif,89.494,2253.277,171834.799,cold
MAX_17C5dec_1.oif,90.737,2236.487,171834.799,cold
MAX_17C5dec_1.oif,91.98,2235.572,171834.799,cold
MAX_17C5dec_1.oif,93.223,2241.453,171834.799,cold
MAX_17C5dec_1.oif,94.466,2258.546,171834.799,cold
MAX_17C5dec_1.oif,95.709,2273.969,171834.799,cold
MAX_17C5dec_1.oif,96.952,2296.528,171834.799,cold
MAX_17C5dec_1.oif,98.195,2309.602,171834.799,cold
MAX_17C5dec_1.oif,99.438,2310.834,171834.799,cold
MAX_17C5dec_1.oif,100.68,2316.113,171834.799,cold
MAX_17C5dec_1.oif,101.923,2300.453,171834.799,cold
MAX_17C5dec_1.oif,103.166,2286.312,171834.799,cold
MAX_17C5dec_1.oif,104.409,2350.554,171834.799,cold
MAX_17C5dec_1.oif,105.652,2347.686,171834.799,cold
MAX_17C5dec_1.oif,106.895,2356.623,171834.799,cold
MAX_17C5dec_1.oif,108.138,2342.614,171834.799,cold
MAX_17C5dec_1.oif,109.381,2319.238,171834.799,cold
MAX_17C5dec_1.oif,110.624,2296.529,171834.799,cold
MAX_17C5dec_1.oif,111.867,2228.246,171834.799,cold
MAX_17C5dec_1.oif,113.11,2228.249,171834.799,cold
MAX_17C5dec_1.oif,114.353,2234.211,171834.799,cold
MAX_17C5dec_1.oif,115.596,2199.562,171834.799,cold
MAX_17C5dec_1.oif,116.839,2195.012,171834.799,cold
MAX_17C5dec_1.oif,118.082,2175.943,171834.799,cold
MAX_17C5dec_1.oif,119.325,2184.95,171834.799,cold
MAX_17C5dec_1.oif,120.568,2182.423,171834.799,cold
MAX_17C5dec_1.oif,121.811,2131.988,171834.799,cold
MAX_17C5dec_1.oif,123.054,2092.082,171834.799,cold
MAX_17C5dec_1.oif,124.297,2112.308,171834.799,cold
MAX_17C5dec_1.oif,125.54,2091.711,171834.799,cold
MAX_17C5dec_1.oif,126.783,2050.24,171834.799,cold
MAX_17C5dec_1.oif,128.026,2002.652,171834.799,cold
MAX_17C5dec_1.oif,129.269,2018.076,171834.799,cold
MAX_17C5dec_1.oif,130.512,1993.029,171834.799,cold
MAX_17C5dec_1.oif,131.755,1989.425,171834.799,cold
MAX_17C5dec_1.oif,132.998,1970.535,171834.799,cold
MAX_17C5dec_1.oif,134.241,1956.06,171834.799,cold
MAX_17C5dec_1.oif,135.484,1996.704,171834.799,cold
MAX_17C5dec_1.oif,136.727,1998.897,171834.799,cold
