disc,distance,value,area,condition
MAX_17C14dec_12.oif,0,1462.589,140990.992,cold
MAX_17C14dec_12.oif,1.243,1379.293,140990.992,cold
MAX_17C14dec_12.oif,2.486,1345.028,140990.992,cold
MAX_17C14dec_12.oif,3.729,1278.447,140990.992,cold
MAX_17C14dec_12.oif,4.972,1274.317,140990.992,cold
MAX_17C14dec_12.oif,6.215,1292.916,140990.992,cold
MAX_17C14dec_12.oif,7.458,1277.951,140990.992,cold
MAX_17C14dec_12.oif,8.701,1326.446,140990.992,cold
MAX_17C14dec_12.oif,9.944,1335.36,140990.992,cold
MAX_17C14dec_12.oif,11.187,1359.103,140990.992,cold
MAX_17C14dec_12.oif,12.43,1410.042,140990.992,cold
MAX_17C14dec_12.oif,13.673,1431.22,140990.992,cold
MAX_17C14dec_12.oif,14.916,1444.112,140990.992,cold
MAX_17C14dec_12.oif,16.159,1446.366,140990.992,cold
MAX_17C14dec_12.oif,17.402,1469.137,140990.992,cold
MAX_17C14dec_12.oif,18.645,1475.308,140990.992,cold
MAX_17C14dec_12.oif,19.888,1493.122,140990.992,cold
MAX_17C14dec_12.oif,21.13,1497.515,140990.992,cold
MAX_17C14dec_12.oif,22.373,1508.755,140990.992,cold
MAX_17C14dec_12.oif,23.616,1495.87,140990.992,cold
MAX_17C14dec_12.oif,24.859,1492.246,140990.992,cold
MAX_17C14dec_12.oif,26.102,1511.894,140990.992,cold
MAX_17C14dec_12.oif,27.345,1509.162,140990.992,cold
MAX_17C14dec_12.oif,28.588,1511.859,140990.992,cold
MAX_17C14dec_12.oif,29.831,1535.327,140990.992,cold
MAX_17C14dec_12.oif,31.074,1572.833,140990.992,cold
MAX_17C14dec_12.oif,32.317,1546.675,140990.992,cold
MAX_17C14dec_12.oif,33.56,1534.294,140990.992,cold
MAX_17C14dec_12.oif,34.803,1522.327,140990.992,cold
MAX_17C14dec_12.oif,36.046,1519.947,140990.992,cold
MAX_17C14dec_12.oif,37.289,1501.663,140990.992,cold
MAX_17C14dec_12.oif,38.532,1493.73,140990.992,cold
MAX_17C14dec_12.oif,39.775,1500.993,140990.992,cold
MAX_17C14dec_12.oif,41.018,1509.34,140990.992,cold
MAX_17C14dec_12.oif,42.261,1521.759,140990.992,cold
MAX_17C14dec_12.oif,43.504,1528.704,140990.992,cold
MAX_17C14dec_12.oif,44.747,1543.24,140990.992,cold
MAX_17C14dec_12.oif,45.99,1548.072,140990.992,cold
MAX_17C14dec_12.oif,47.233,1567.831,140990.992,cold
MAX_17C14dec_12.oif,48.476,1584.967,140990.992,cold
MAX_17C14dec_12.oif,49.719,1560.217,140990.992,cold
MAX_17C14dec_12.oif,50.962,1589.741,140990.992,cold
MAX_17C14dec_12.oif,52.205,1611.854,140990.992,cold
MAX_17C14dec_12.oif,53.448,1615.015,140990.992,cold
MAX_17C14dec_12.oif,54.691,1638.214,140990.992,cold
MAX_17C14dec_12.oif,55.934,1626.043,140990.992,cold
MAX_17C14dec_12.oif,57.177,1662.206,140990.992,cold
MAX_17C14dec_12.oif,58.42,1655.667,140990.992,cold
MAX_17C14dec_12.oif,59.662,1677.822,140990.992,cold
MAX_17C14dec_12.oif,60.905,1697.056,140990.992,cold
MAX_17C14dec_12.oif,62.148,1736.665,140990.992,cold
MAX_17C14dec_12.oif,63.391,1752.751,140990.992,cold
MAX_17C14dec_12.oif,64.634,1775.37,140990.992,cold
MAX_17C14dec_12.oif,65.877,1788.428,140990.992,cold
MAX_17C14dec_12.oif,67.12,1827.892,140990.992,cold
MAX_17C14dec_12.oif,68.363,1855.606,140990.992,cold
MAX_17C14dec_12.oif,69.606,1853.347,140990.992,cold
MAX_17C14dec_12.oif,70.849,1820.491,140990.992,cold
MAX_17C14dec_12.oif,72.092,1810.945,140990.992,cold
MAX_17C14dec_12.oif,73.335,1829.494,140990.992,cold
MAX_17C14dec_12.oif,74.578,1777.169,140990.992,cold
MAX_17C14dec_12.oif,75.821,1724.546,140990.992,cold
MAX_17C14dec_12.oif,77.064,1723.096,140990.992,cold
MAX_17C14dec_12.oif,78.307,1720.658,140990.992,cold
MAX_17C14dec_12.oif,79.55,1670.619,140990.992,cold
MAX_17C14dec_12.oif,80.793,1667.814,140990.992,cold
MAX_17C14dec_12.oif,82.036,1673.682,140990.992,cold
MAX_17C14dec_12.oif,83.279,1678.794,140990.992,cold
MAX_17C14dec_12.oif,84.522,1636.841,140990.992,cold
MAX_17C14dec_12.oif,85.765,1643.605,140990.992,cold
MAX_17C14dec_12.oif,87.008,1618.363,140990.992,cold
MAX_17C14dec_12.oif,88.251,1636.427,140990.992,cold
MAX_17C14dec_12.oif,89.494,1631.478,140990.992,cold
MAX_17C14dec_12.oif,90.737,1604.482,140990.992,cold
MAX_17C14dec_12.oif,91.98,1611.155,140990.992,cold
MAX_17C14dec_12.oif,93.223,1588.376,140990.992,cold
MAX_17C14dec_12.oif,94.466,1589.874,140990.992,cold
MAX_17C14dec_12.oif,95.709,1578.868,140990.992,cold
MAX_17C14dec_12.oif,96.952,1543.444,140990.992,cold
MAX_17C14dec_12.oif,98.195,1552.935,140990.992,cold
MAX_17C14dec_12.oif,99.438,1587.966,140990.992,cold
MAX_17C14dec_12.oif,100.68,1604.756,140990.992,cold
MAX_17C14dec_12.oif,101.923,1613.993,140990.992,cold
MAX_17C14dec_12.oif,103.166,1599.837,140990.992,cold
MAX_17C14dec_12.oif,104.409,1552.484,140990.992,cold
MAX_17C14dec_12.oif,105.652,1546.759,140990.992,cold
MAX_17C14dec_12.oif,106.895,1571.859,140990.992,cold
MAX_17C14dec_12.oif,108.138,1553.883,140990.992,cold
MAX_17C14dec_12.oif,109.381,1544.222,140990.992,cold
MAX_17C14dec_12.oif,110.624,1552.84,140990.992,cold
MAX_17C14dec_12.oif,111.867,1546.468,140990.992,cold
MAX_17C14dec_12.oif,113.11,1552.063,140990.992,cold
MAX_17C14dec_12.oif,114.353,1545.758,140990.992,cold
MAX_17C14dec_12.oif,115.596,1592.171,140990.992,cold
MAX_17C14dec_12.oif,116.839,1553.354,140990.992,cold
MAX_17C14dec_12.oif,118.082,1584.769,140990.992,cold
MAX_17C14dec_12.oif,119.325,1569.212,140990.992,cold
MAX_17C14dec_12.oif,120.568,1580.979,140990.992,cold
MAX_17C14dec_12.oif,121.811,1591.939,140990.992,cold
MAX_17C14dec_12.oif,123.054,1577.271,140990.992,cold
MAX_17C14dec_12.oif,124.297,1569.445,140990.992,cold
MAX_17C14dec_12.oif,125.54,1562.471,140990.992,cold
MAX_17C14dec_12.oif,126.783,1560.418,140990.992,cold
MAX_17C14dec_12.oif,128.026,1570.202,140990.992,cold
MAX_17C14dec_12.oif,129.269,1578.8,140990.992,cold
MAX_17C14dec_12.oif,130.512,1530.47,140990.992,cold
MAX_17C14dec_12.oif,131.755,1507.202,140990.992,cold
MAX_17C14dec_12.oif,132.998,1497.998,140990.992,cold
MAX_17C14dec_12.oif,134.241,1476.462,140990.992,cold
MAX_17C14dec_12.oif,135.484,1459.558,140990.992,cold
MAX_17C14dec_12.oif,136.727,1441.66,140990.992,cold
MAX_17C14dec_12.oif,137.97,1428.283,140990.992,cold
MAX_17C14dec_12.oif,139.212,1421.614,140990.992,cold
MAX_17C14dec_12.oif,140.455,1399.449,140990.992,cold
MAX_17C14dec_12.oif,141.698,1435.24,140990.992,cold
MAX_17C14dec_12.oif,142.941,1446.909,140990.992,cold
MAX_17C14dec_12.oif,144.184,1502.604,140990.992,cold
MAX_17C14dec_12.oif,145.427,1487.551,140990.992,cold
MAX_17C14dec_12.oif,146.67,1427.096,140990.992,cold
MAX_17C14dec_12.oif,147.913,1398.006,140990.992,cold
MAX_17C14dec_12.oif,149.156,1461.874,140990.992,cold
MAX_17C14dec_12.oif,150.399,1398.958,140990.992,cold
MAX_17C14dec_12.oif,151.642,1339.807,140990.992,cold
MAX_17C14dec_12.oif,152.885,1376.41,140990.992,cold
MAX_17C14dec_12.oif,154.128,1367.952,140990.992,cold
MAX_17C14dec_12.oif,155.371,1378.02,140990.992,cold
MAX_17C14dec_12.oif,156.614,1388.444,140990.992,cold
MAX_17C14dec_12.oif,157.857,1447.041,140990.992,cold
MAX_17C14dec_12.oif,159.1,1466.514,140990.992,cold
MAX_17C14dec_12.oif,160.343,1493.549,140990.992,cold
MAX_17C14dec_12.oif,161.586,1526.301,140990.992,cold
MAX_17C14dec_12.oif,162.829,1472.166,140990.992,cold
MAX_17C14dec_12.oif,164.072,1431.044,140990.992,cold
MAX_17C14dec_12.oif,165.315,1402.303,140990.992,cold
MAX_17C14dec_12.oif,166.558,1398.787,140990.992,cold
MAX_17C14dec_12.oif,167.801,1386.5,140990.992,cold
MAX_17C14dec_12.oif,169.044,1378.811,140990.992,cold
MAX_17C14dec_12.oif,170.287,1357.327,140990.992,cold
MAX_17C14dec_12.oif,171.53,1380.933,140990.992,cold
MAX_17C14dec_12.oif,172.773,1374.905,140990.992,cold
MAX_17C14dec_12.oif,174.016,1356.713,140990.992,cold
MAX_17C14dec_12.oif,175.259,1358.59,140990.992,cold
MAX_17C14dec_12.oif,176.502,1347.049,140990.992,cold
MAX_17C14dec_12.oif,177.745,1345.896,140990.992,cold
MAX_17C14dec_12.oif,178.988,1365.162,140990.992,cold
MAX_17C14dec_12.oif,180.23,1337.508,140990.992,cold
MAX_17C14dec_12.oif,181.473,1339.084,140990.992,cold
MAX_17C14dec_12.oif,182.716,1331.723,140990.992,cold
MAX_17C14dec_12.oif,183.959,1316.076,140990.992,cold
MAX_17C14dec_12.oif,185.202,1333.526,140990.992,cold
MAX_17C14dec_12.oif,186.445,1300.995,140990.992,cold
MAX_17C14dec_12.oif,187.688,1348.059,140990.992,cold
MAX_17C14dec_12.oif,188.931,1353.363,140990.992,cold
MAX_17C14dec_12.oif,190.174,1336.83,140990.992,cold
MAX_17C14dec_12.oif,191.417,1317.264,140990.992,cold
MAX_17C14dec_12.oif,192.66,1307.26,140990.992,cold
MAX_17C14dec_12.oif,193.903,1373.104,140990.992,cold
MAX_17C14dec_12.oif,195.146,1432.529,140990.992,cold
MAX_17C14dec_12.oif,196.389,1543.01,140990.992,cold
MAX_17C14dec_12.oif,197.632,1606.941,140990.992,cold
MAX_17C14dec_12.oif,198.875,1622.266,140990.992,cold
MAX_17C14dec_12.oif,200.118,1656.213,140990.992,cold
MAX_17C14dec_12.oif,201.361,1648.015,140990.992,cold
MAX_17C14dec_13.oif,0,1852.073,167107.187,cold
MAX_17C14dec_13.oif,1.243,1920.46,167107.187,cold
MAX_17C14dec_13.oif,2.486,1874.378,167107.187,cold
MAX_17C14dec_13.oif,3.729,1936.598,167107.187,cold
MAX_17C14dec_13.oif,4.972,1949.136,167107.187,cold
MAX_17C14dec_13.oif,6.215,1951.806,167107.187,cold
MAX_17C14dec_13.oif,7.458,1946.381,167107.187,cold
MAX_17C14dec_13.oif,8.701,1939.614,167107.187,cold
MAX_17C14dec_13.oif,9.944,1980.893,167107.187,cold
MAX_17C14dec_13.oif,11.187,2031.716,167107.187,cold
MAX_17C14dec_13.oif,12.43,2024.777,167107.187,cold
MAX_17C14dec_13.oif,13.673,2058.994,167107.187,cold
MAX_17C14dec_13.oif,14.916,2037.238,167107.187,cold
MAX_17C14dec_13.oif,16.159,2051.479,167107.187,cold
MAX_17C14dec_13.oif,17.402,2020.518,167107.187,cold
MAX_17C14dec_13.oif,18.645,2046.579,167107.187,cold
MAX_17C14dec_13.oif,19.888,2076.207,167107.187,cold
MAX_17C14dec_13.oif,21.13,2036.372,167107.187,cold
MAX_17C14dec_13.oif,22.373,2045.374,167107.187,cold
MAX_17C14dec_13.oif,23.616,2019.446,167107.187,cold
MAX_17C14dec_13.oif,24.859,2051.01,167107.187,cold
MAX_17C14dec_13.oif,26.102,2039.587,167107.187,cold
MAX_17C14dec_13.oif,27.345,2052.848,167107.187,cold
MAX_17C14dec_13.oif,28.588,2092.523,167107.187,cold
MAX_17C14dec_13.oif,29.831,2101.813,167107.187,cold
MAX_17C14dec_13.oif,31.074,2128.007,167107.187,cold
MAX_17C14dec_13.oif,32.317,2109.547,167107.187,cold
MAX_17C14dec_13.oif,33.56,2141.515,167107.187,cold
MAX_17C14dec_13.oif,34.803,2169.729,167107.187,cold
MAX_17C14dec_13.oif,36.046,2197.28,167107.187,cold
MAX_17C14dec_13.oif,37.289,2155.063,167107.187,cold
MAX_17C14dec_13.oif,38.532,2167.99,167107.187,cold
MAX_17C14dec_13.oif,39.775,2150.285,167107.187,cold
MAX_17C14dec_13.oif,41.018,2160.41,167107.187,cold
MAX_17C14dec_13.oif,42.261,2154.566,167107.187,cold
MAX_17C14dec_13.oif,43.504,2194.046,167107.187,cold
MAX_17C14dec_13.oif,44.747,2196.985,167107.187,cold
MAX_17C14dec_13.oif,45.99,2204.597,167107.187,cold
MAX_17C14dec_13.oif,47.233,2191.938,167107.187,cold
MAX_17C14dec_13.oif,48.476,2272.426,167107.187,cold
MAX_17C14dec_13.oif,49.719,2295.14,167107.187,cold
MAX_17C14dec_13.oif,50.962,2280.853,167107.187,cold
MAX_17C14dec_13.oif,52.205,2293.771,167107.187,cold
MAX_17C14dec_13.oif,53.448,2384.043,167107.187,cold
MAX_17C14dec_13.oif,54.691,2460.016,167107.187,cold
MAX_17C14dec_13.oif,55.934,2439.124,167107.187,cold
MAX_17C14dec_13.oif,57.177,2398.802,167107.187,cold
MAX_17C14dec_13.oif,58.42,2405.632,167107.187,cold
MAX_17C14dec_13.oif,59.662,2382.355,167107.187,cold
MAX_17C14dec_13.oif,60.905,2486.782,167107.187,cold
MAX_17C14dec_13.oif,62.148,2421.796,167107.187,cold
MAX_17C14dec_13.oif,63.391,2402.969,167107.187,cold
MAX_17C14dec_13.oif,64.634,2432.801,167107.187,cold
MAX_17C14dec_13.oif,65.877,2447.756,167107.187,cold
MAX_17C14dec_13.oif,67.12,2492.22,167107.187,cold
MAX_17C14dec_13.oif,68.363,2482.621,167107.187,cold
MAX_17C14dec_13.oif,69.606,2513.893,167107.187,cold
MAX_17C14dec_13.oif,70.849,2538.694,167107.187,cold
MAX_17C14dec_13.oif,72.092,2512.398,167107.187,cold
MAX_17C14dec_13.oif,73.335,2440.829,167107.187,cold
MAX_17C14dec_13.oif,74.578,2460.859,167107.187,cold
MAX_17C14dec_13.oif,75.821,2487.825,167107.187,cold
MAX_17C14dec_13.oif,77.064,2445.401,167107.187,cold
MAX_17C14dec_13.oif,78.307,2454.538,167107.187,cold
MAX_17C14dec_13.oif,79.55,2463.641,167107.187,cold
MAX_17C14dec_13.oif,80.793,2465.599,167107.187,cold
MAX_17C14dec_13.oif,82.036,2417.588,167107.187,cold
MAX_17C14dec_13.oif,83.279,2422.722,167107.187,cold
MAX_17C14dec_13.oif,84.522,2387.027,167107.187,cold
MAX_17C14dec_13.oif,85.765,2361.051,167107.187,cold
MAX_17C14dec_13.oif,87.008,2325.736,167107.187,cold
MAX_17C14dec_13.oif,88.251,2332.011,167107.187,cold
MAX_17C14dec_13.oif,89.494,2334.005,167107.187,cold
MAX_17C14dec_13.oif,90.737,2331.42,167107.187,cold
MAX_17C14dec_13.oif,91.98,2347.884,167107.187,cold
MAX_17C14dec_13.oif,93.223,2364.178,167107.187,cold
MAX_17C14dec_13.oif,94.466,2316.682,167107.187,cold
MAX_17C14dec_13.oif,95.709,2317.224,167107.187,cold
MAX_17C14dec_13.oif,96.952,2287.44,167107.187,cold
MAX_17C14dec_13.oif,98.195,2328.146,167107.187,cold
MAX_17C14dec_13.oif,99.438,2297.394,167107.187,cold
MAX_17C14dec_13.oif,100.68,2233.165,167107.187,cold
MAX_17C14dec_13.oif,101.923,2226.742,167107.187,cold
MAX_17C14dec_13.oif,103.166,2230.809,167107.187,cold
MAX_17C14dec_13.oif,104.409,2280.431,167107.187,cold
MAX_17C14dec_13.oif,105.652,2291.723,167107.187,cold
MAX_17C14dec_13.oif,106.895,2253.998,167107.187,cold
MAX_17C14dec_13.oif,108.138,2228.785,167107.187,cold
MAX_17C14dec_13.oif,109.381,2243.047,167107.187,cold
MAX_17C14dec_13.oif,110.624,2253.936,167107.187,cold
MAX_17C14dec_13.oif,111.867,2255.436,167107.187,cold
MAX_17C14dec_13.oif,113.11,2283.752,167107.187,cold
MAX_17C14dec_13.oif,114.353,2272.621,167107.187,cold
MAX_17C14dec_13.oif,115.596,2284.629,167107.187,cold
MAX_17C14dec_13.oif,116.839,2331.773,167107.187,cold
MAX_17C14dec_13.oif,118.082,2300.243,167107.187,cold
MAX_17C14dec_13.oif,119.325,2314.792,167107.187,cold
MAX_17C14dec_13.oif,120.568,2309.829,167107.187,cold
MAX_17C14dec_13.oif,121.811,2292.091,167107.187,cold
MAX_17C14dec_13.oif,123.054,2316.083,167107.187,cold
MAX_17C14dec_13.oif,124.297,2338.7,167107.187,cold
MAX_17C14dec_13.oif,125.54,2274.931,167107.187,cold
MAX_17C14dec_13.oif,126.783,2226.442,167107.187,cold
MAX_17C14dec_13.oif,128.026,2127.519,167107.187,cold
MAX_17C14dec_13.oif,129.269,2117.648,167107.187,cold
MAX_17C14dec_13.oif,130.512,2199.637,167107.187,cold
MAX_17C14dec_13.oif,131.755,2172.092,167107.187,cold
MAX_17C14dec_13.oif,132.998,2138.005,167107.187,cold
MAX_17C14dec_13.oif,134.241,2109.261,167107.187,cold
MAX_17C14dec_13.oif,135.484,2089.685,167107.187,cold
MAX_17C14dec_13.oif,136.727,2071.072,167107.187,cold
MAX_17C14dec_13.oif,137.97,2101.302,167107.187,cold
MAX_17C14dec_13.oif,139.212,2073.426,167107.187,cold
MAX_17C14dec_13.oif,140.455,2094.357,167107.187,cold
MAX_17C14dec_13.oif,141.698,2128.943,167107.187,cold
MAX_17C14dec_13.oif,142.941,2162.141,167107.187,cold
MAX_17C14dec_13.oif,144.184,2121.333,167107.187,cold
MAX_17C14dec_13.oif,145.427,2106.443,167107.187,cold
MAX_17C14dec_13.oif,146.67,2088.902,167107.187,cold
MAX_17C14dec_13.oif,147.913,2075.029,167107.187,cold
MAX_17C14dec_13.oif,149.156,1960.852,167107.187,cold
MAX_17C14dec_13.oif,150.399,1989.855,167107.187,cold
MAX_17C14dec_13.oif,151.642,2009.563,167107.187,cold
MAX_17C14dec_13.oif,152.885,2002.876,167107.187,cold
MAX_17C14dec_13.oif,154.128,2019.131,167107.187,cold
MAX_17C14dec_13.oif,155.371,2036.897,167107.187,cold
MAX_17C14dec_13.oif,156.614,2025.327,167107.187,cold
MAX_17C14dec_13.oif,157.857,1988.508,167107.187,cold
MAX_17C14dec_13.oif,159.1,1946.944,167107.187,cold
MAX_17C14dec_13.oif,160.343,1980.446,167107.187,cold
MAX_17C14dec_13.oif,161.586,2096.054,167107.187,cold
MAX_17C14dec_13.oif,162.829,2124.156,167107.187,cold
MAX_17C14dec_13.oif,164.072,2098.396,167107.187,cold
MAX_17C14dec_13.oif,165.315,2020.012,167107.187,cold
MAX_17C14dec_13.oif,166.558,2030.13,167107.187,cold
MAX_17C14dec_13.oif,167.801,2002.003,167107.187,cold
MAX_17C14dec_13.oif,169.044,1939.405,167107.187,cold
MAX_17C14dec_13.oif,170.287,1944.522,167107.187,cold
MAX_17C14dec_13.oif,171.53,2018.726,167107.187,cold
MAX_17C14dec_13.oif,172.773,2084.023,167107.187,cold
MAX_17C14dec_13.oif,174.016,2031.69,167107.187,cold
MAX_17C14dec_13.oif,175.259,1936.126,167107.187,cold
MAX_17C14dec_13.oif,176.502,1899.876,167107.187,cold
MAX_17C14dec_13.oif,177.745,1856.805,167107.187,cold
MAX_17C14dec_13.oif,178.988,1864.914,167107.187,cold
MAX_17C14dec_13.oif,180.23,1894.948,167107.187,cold
MAX_17C14dec_13.oif,181.473,1915.916,167107.187,cold
MAX_17C14dec_13.oif,182.716,1910.071,167107.187,cold
MAX_17C14dec_13.oif,183.959,1874.099,167107.187,cold
MAX_17C14dec_13.oif,185.202,1918.324,167107.187,cold
MAX_17C14dec_13.oif,186.445,1992.203,167107.187,cold
MAX_17C14dec_13.oif,187.688,2102.516,167107.187,cold
MAX_17C14dec_13.oif,188.931,2121.874,167107.187,cold
MAX_17C14dec_13.oif,190.174,2110.299,167107.187,cold
MAX_17C14dec_13.oif,191.417,2079.16,167107.187,cold
MAX_17C14dec_13.oif,192.66,2083.528,167107.187,cold
MAX_17C14dec_13.oif,193.903,2064.101,167107.187,cold
MAX_17C14dec_13.oif,195.146,2124.2,167107.187,cold
MAX_17C14dec_13.oif,196.389,2091.515,167107.187,cold
MAX_17C14dec_13.oif,197.632,2053.76,167107.187,cold
MAX_17C14dec_13.oif,198.875,2020.742,167107.187,cold
MAX_17C14dec_13.oif,200.118,2006.732,167107.187,cold
MAX_17C14dec_13.oif,201.361,1970.882,167107.187,cold
MAX_17C14dec_13.oif,202.604,1988.36,167107.187,cold
MAX_17C14dec_13.oif,203.847,1958.332,167107.187,cold
MAX_17C14dec_13.oif,205.09,1957.217,167107.187,cold
MAX_17C14dec_13.oif,206.333,1920.723,167107.187,cold
MAX_17C14dec_13.oif,207.576,1945.143,167107.187,cold
MAX_17C14dec_14.oif,0,1988.967,190657.185,cold
MAX_17C14dec_14.oif,1.243,1922.821,190657.185,cold
MAX_17C14dec_14.oif,2.486,1918.38,190657.185,cold
MAX_17C14dec_14.oif,3.729,1899.889,190657.185,cold
MAX_17C14dec_14.oif,4.972,1872.823,190657.185,cold
MAX_17C14dec_14.oif,6.215,1872.084,190657.185,cold
MAX_17C14dec_14.oif,7.458,1857.585,190657.185,cold
MAX_17C14dec_14.oif,8.701,1909.978,190657.185,cold
MAX_17C14dec_14.oif,9.944,1910.691,190657.185,cold
MAX_17C14dec_14.oif,11.187,1903.272,190657.185,cold
MAX_17C14dec_14.oif,12.43,1966.218,190657.185,cold
MAX_17C14dec_14.oif,13.673,1958.095,190657.185,cold
MAX_17C14dec_14.oif,14.916,1987.715,190657.185,cold
MAX_17C14dec_14.oif,16.159,1942.176,190657.185,cold
MAX_17C14dec_14.oif,17.402,2007.463,190657.185,cold
MAX_17C14dec_14.oif,18.645,2088.948,190657.185,cold
MAX_17C14dec_14.oif,19.888,2061.975,190657.185,cold
MAX_17C14dec_14.oif,21.13,2134.482,190657.185,cold
MAX_17C14dec_14.oif,22.373,2130.508,190657.185,cold
MAX_17C14dec_14.oif,23.616,2102.48,190657.185,cold
MAX_17C14dec_14.oif,24.859,2113.47,190657.185,cold
MAX_17C14dec_14.oif,26.102,2132.119,190657.185,cold
MAX_17C14dec_14.oif,27.345,2144.139,190657.185,cold
MAX_17C14dec_14.oif,28.588,2131.876,190657.185,cold
MAX_17C14dec_14.oif,29.831,2128.091,190657.185,cold
MAX_17C14dec_14.oif,31.074,2142.638,190657.185,cold
MAX_17C14dec_14.oif,32.317,2164.56,190657.185,cold
MAX_17C14dec_14.oif,33.56,2181.885,190657.185,cold
MAX_17C14dec_14.oif,34.803,2205.478,190657.185,cold
MAX_17C14dec_14.oif,36.046,2232.107,190657.185,cold
MAX_17C14dec_14.oif,37.289,2237.747,190657.185,cold
MAX_17C14dec_14.oif,38.532,2280.283,190657.185,cold
MAX_17C14dec_14.oif,39.775,2302.664,190657.185,cold
MAX_17C14dec_14.oif,41.018,2325.054,190657.185,cold
MAX_17C14dec_14.oif,42.261,2313.656,190657.185,cold
MAX_17C14dec_14.oif,43.504,2326.663,190657.185,cold
MAX_17C14dec_14.oif,44.747,2356.723,190657.185,cold
MAX_17C14dec_14.oif,45.99,2356.499,190657.185,cold
MAX_17C14dec_14.oif,47.233,2346.377,190657.185,cold
MAX_17C14dec_14.oif,48.476,2311.26,190657.185,cold
MAX_17C14dec_14.oif,49.719,2369.527,190657.185,cold
MAX_17C14dec_14.oif,50.962,2339.311,190657.185,cold
MAX_17C14dec_14.oif,52.205,2262.736,190657.185,cold
MAX_17C14dec_14.oif,53.448,2289.572,190657.185,cold
MAX_17C14dec_14.oif,54.691,2265.229,190657.185,cold
MAX_17C14dec_14.oif,55.934,2245.63,190657.185,cold
MAX_17C14dec_14.oif,57.177,2239.638,190657.185,cold
MAX_17C14dec_14.oif,58.42,2268.191,190657.185,cold
MAX_17C14dec_14.oif,59.662,2323.482,190657.185,cold
MAX_17C14dec_14.oif,60.905,2307.193,190657.185,cold
MAX_17C14dec_14.oif,62.148,2314.469,190657.185,cold
MAX_17C14dec_14.oif,63.391,2384.055,190657.185,cold
MAX_17C14dec_14.oif,64.634,2358.753,190657.185,cold
MAX_17C14dec_14.oif,65.877,2405.213,190657.185,cold
MAX_17C14dec_14.oif,67.12,2433.847,190657.185,cold
MAX_17C14dec_14.oif,68.363,2465.972,190657.185,cold
MAX_17C14dec_14.oif,69.606,2419.006,190657.185,cold
MAX_17C14dec_14.oif,70.849,2465.774,190657.185,cold
MAX_17C14dec_14.oif,72.092,2431.336,190657.185,cold
MAX_17C14dec_14.oif,73.335,2493.937,190657.185,cold
MAX_17C14dec_14.oif,74.578,2482.526,190657.185,cold
MAX_17C14dec_14.oif,75.821,2447.423,190657.185,cold
MAX_17C14dec_14.oif,77.064,2529.114,190657.185,cold
MAX_17C14dec_14.oif,78.307,2597.026,190657.185,cold
MAX_17C14dec_14.oif,79.55,2604.399,190657.185,cold
MAX_17C14dec_14.oif,80.793,2565.053,190657.185,cold
MAX_17C14dec_14.oif,82.036,2583.262,190657.185,cold
MAX_17C14dec_14.oif,83.279,2535.469,190657.185,cold
MAX_17C14dec_14.oif,84.522,2477.344,190657.185,cold
MAX_17C14dec_14.oif,85.765,2393.574,190657.185,cold
MAX_17C14dec_14.oif,87.008,2407.838,190657.185,cold
MAX_17C14dec_14.oif,88.251,2386.348,190657.185,cold
MAX_17C14dec_14.oif,89.494,2430.738,190657.185,cold
MAX_17C14dec_14.oif,90.737,2421.674,190657.185,cold
MAX_17C14dec_14.oif,91.98,2542.248,190657.185,cold
MAX_17C14dec_14.oif,93.223,2673.791,190657.185,cold
MAX_17C14dec_14.oif,94.466,2596.997,190657.185,cold
MAX_17C14dec_14.oif,95.709,2522.521,190657.185,cold
MAX_17C14dec_14.oif,96.952,2448.316,190657.185,cold
MAX_17C14dec_14.oif,98.195,2364.634,190657.185,cold
MAX_17C14dec_14.oif,99.438,2334.755,190657.185,cold
MAX_17C14dec_14.oif,100.68,2330.182,190657.185,cold
MAX_17C14dec_14.oif,101.923,2385.227,190657.185,cold
MAX_17C14dec_14.oif,103.166,2382.773,190657.185,cold
MAX_17C14dec_14.oif,104.409,2337.678,190657.185,cold
MAX_17C14dec_14.oif,105.652,2300.198,190657.185,cold
MAX_17C14dec_14.oif,106.895,2289.814,190657.185,cold
MAX_17C14dec_14.oif,108.138,2382.931,190657.185,cold
MAX_17C14dec_14.oif,109.381,2393.73,190657.185,cold
MAX_17C14dec_14.oif,110.624,2374.081,190657.185,cold
MAX_17C14dec_14.oif,111.867,2328.702,190657.185,cold
MAX_17C14dec_14.oif,113.11,2370.825,190657.185,cold
MAX_17C14dec_14.oif,114.353,2421.387,190657.185,cold
MAX_17C14dec_14.oif,115.596,2356.063,190657.185,cold
MAX_17C14dec_14.oif,116.839,2321.259,190657.185,cold
MAX_17C14dec_14.oif,118.082,2292.803,190657.185,cold
MAX_17C14dec_14.oif,119.325,2353.338,190657.185,cold
MAX_17C14dec_14.oif,120.568,2387.82,190657.185,cold
MAX_17C14dec_14.oif,121.811,2387.421,190657.185,cold
MAX_17C14dec_14.oif,123.054,2410.384,190657.185,cold
MAX_17C14dec_14.oif,124.297,2425.36,190657.185,cold
MAX_17C14dec_14.oif,125.54,2379.727,190657.185,cold
MAX_17C14dec_14.oif,126.783,2441.026,190657.185,cold
MAX_17C14dec_14.oif,128.026,2431.629,190657.185,cold
MAX_17C14dec_14.oif,129.269,2363.195,190657.185,cold
MAX_17C14dec_14.oif,130.512,2352.572,190657.185,cold
